pdb_id	pfam_id
7P6Z	PF00338
7P6Z	PF01245
7P6Z	PF00573
7P6Z	PF00252
7P6Z	PF00163
7P6Z	PF00828
7P6Z	PF00164
7P6Z	PF01783
7P6Z	PF00467
7P6Z	PF00466
7P6Z	PF00281
7P6Z	PF01084
7P6Z	PF00318
7P6Z	PF00468
7P6Z	PF00831
7P6Z	PF00572
7P6Z	PF00416
7P6Z	PF00276
7P6Z	PF03948
7P6Z	PF00453
7P6Z	PF01479
7P6Z	PF00411
7P6Z	PF00471
7P6Z	PF00410
7P6Z	PF00177
7P6Z	PF00829
7P6Z	PF07650
7P6Z	PF03947
7P6Z	PF01632
7P6Z	PF00366
7P6Z	PF00297
7P6Z	PF17136
7P6Z	PF00347
7P6Z	PF00886
7P6Z	PF00861
7P6Z	PF00298
7P6Z	PF01197
7P6Z	PF00203
7P6Z	PF00333
7P6Z	PF01016
7P6Z	PF00253
7P6Z	PF00673
7P6Z	PF00181
7P6Z	PF00237
7P6Z	PF01250
7P99	
7PAH	
7PAI	
7PAJ	
7PAK	
7PAL	
7PAM	
7PAN	PF00444
7PAN	PF00410
7PAN	PF01245
7PAN	PF00673
7PAN	PF01479
7PAN	PF01632
7PAN	PF01016
7PAN	PF00298
7PAN	PF00338
7PAN	PF01281
7PAN	PF01250
7PAN	PF00237
7PAN	PF00253
7PAN	PF01783
7PAN	PF00181
7PAN	PF00828
7PAN	PF00318
7PAN	PF00163
7PAN	PF00252
7PAN	PF03947
7PAN	PF00471
7PAN	PF00312
7PAN	PF00276
7PAN	PF03948
7PAN	PF00468
7PAN	PF00347
7PAN	PF00467
7PAN	PF00164
7PAN	PF00831
7PAN	PF00203
7PAN	PF00572
7PAN	PF00333
7PAN	PF01196
7PAN	PF00297
7PAN	PF07650
7PAN	PF00886
7PAN	PF00416
7PAN	PF17136
7PAN	PF00366
7PAN	PF00466
7PAN	PF00189
7PAN	PF00573
7PAN	PF00861
7PAN	PF00380
7PAN	PF03719
7PAN	PF00829
7PAN	PF03946
7PAN	PF01197
7PAN	PF01649
7PAN	PF00238
7PAN	PF00177
7PAN	PF00281
7PAN	PF00453
7PAN	PF00411
7PAN	PF00830
7PAN	PF01084
7PAO	PF14492
7PAO	PF00163
7PAO	PF00009
7PAO	PF00416
7PAO	PF00281
7PAO	PF01783
7PAO	PF01649
7PAO	PF00276
7PAO	PF03946
7PAO	PF00468
7PAO	PF03144
7PAO	PF00886
7PAO	PF00347
7PAO	PF07650
7PAO	PF03947
7PAO	PF01016
7PAO	PF00828
7PAO	PF00410
7PAO	PF00673
7PAO	PF00318
7PAO	PF00297
7PAO	PF00164
7PAO	PF00237
7PAO	PF00203
7PAO	PF00298
7PAO	PF03719
7PAO	PF00453
7PAO	PF00366
7PAO	PF01281
7PAO	PF01479
7PAO	PF17136
7PAO	PF00831
7PAO	PF01196
7PAO	PF00338
7PAO	PF00679
7PAO	PF00253
7PAO	PF00444
7PAO	PF00471
7PAO	PF00572
7PAO	PF16320
7PAO	PF01084
7PAO	PF00189
7PAO	PF00312
7PAO	PF03764
7PAO	PF00177
7PAO	PF00573
7PAO	PF01197
7PAO	PF00861
7PAO	PF00411
7PAO	PF00829
7PAO	PF03948
7PAO	PF00333
7PAO	PF00466
7PAO	PF01250
7PAO	PF00181
7PAO	PF00830
7PAO	PF00252
7PAO	PF00380
7PAO	PF01245
7PAO	PF01632
7PAO	PF00542
7PAO	PF00467
7PAO	PF00238
7PAQ	
7PAR	PF01479
7PAR	PF00253
7PAR	PF00237
7PAR	PF00298
7PAR	PF00410
7PAR	PF00679
7PAR	PF00444
7PAR	PF03719
7PAR	PF00886
7PAR	PF00467
7PAR	PF00572
7PAR	PF00164
7PAR	PF03948
7PAR	PF00453
7PAR	PF00297
7PAR	PF00189
7PAR	PF01196
7PAR	PF00831
7PAR	PF16320
7PAR	PF01783
7PAR	PF01649
7PAR	PF00181
7PAR	PF00203
7PAR	PF01281
7PAR	PF00276
7PAR	PF00312
7PAR	PF03946
7PAR	PF00163
7PAR	PF00252
7PAR	PF01084
7PAR	PF00318
7PAR	PF00411
7PAR	PF01245
7PAR	PF00673
7PAR	PF00468
7PAR	PF00347
7PAR	PF14492
7PAR	PF00338
7PAR	PF01016
7PAR	PF00366
7PAR	PF00828
7PAR	PF01250
7PAR	PF03144
7PAR	PF00380
7PAR	PF03947
7PAR	PF01197
7PAR	PF00542
7PAR	PF00471
7PAR	PF00830
7PAR	PF00238
7PAR	PF01632
7PAR	PF17136
7PAR	PF00009
7PAR	PF00177
7PAR	PF00466
7PAR	PF00829
7PAR	PF00416
7PAR	PF07650
7PAR	PF00573
7PAR	PF00861
7PAR	PF00333
7PAR	PF00281
7PAR	PF03764
7PAS	PF00673
7PAS	PF00453
7PAS	PF00411
7PAS	PF00830
7PAS	PF01084
7PAS	PF00298
7PAS	PF01479
7PAS	PF00181
7PAS	PF00471
7PAS	PF00252
7PAS	PF00468
7PAS	PF00312
7PAS	PF00276
7PAS	PF03948
7PAS	PF00318
7PAS	PF00886
7PAS	PF07650
7PAS	PF00297
7PAS	PF01196
7PAS	PF00333
7PAS	PF00572
7PAS	PF00203
7PAS	PF00831
7PAS	PF00164
7PAS	PF01250
7PAS	PF00410
7PAS	PF01245
7PAS	PF00281
7PAS	PF00163
7PAS	PF01632
7PAS	PF01016
7PAS	PF03946
7PAS	PF00338
7PAS	PF01281
7PAS	PF00366
7PAS	PF00237
7PAS	PF00253
7PAS	PF01783
7PAS	PF03947
7PAS	PF00828
7PAS	PF00177
7PAS	PF00861
7PAS	PF00573
7PAS	PF00189
7PAS	PF03719
7PAS	PF00467
7PAS	PF00466
7PAS	PF00380
7PAS	PF00347
7PAS	PF00829
7PAS	PF00416
7PAS	PF01197
7PAS	PF01649
7PAS	PF00238
7PAS	PF00444
7PAS	PF17136
7PAT	PF00468
7PAT	PF00181
7PAT	PF00861
7PAT	PF17136
7PAT	PF03948
7PAT	PF00829
7PAT	PF00673
7PAT	PF00238
7PAT	PF01197
7PAT	PF00466
7PAT	PF00453
7PAT	PF00297
7PAT	PF00830
7PAT	PF00298
7PAT	PF00471
7PAT	PF00252
7PAT	PF00347
7PAT	PF00276
7PAT	PF00572
7PAT	PF01245
7PAT	PF03947
7PAT	PF01016
7PAT	PF03946
7PAT	PF01783
7PAT	PF00828
7PAT	PF00281
7PAT	PF00237
7PAT	PF01281
7PAT	PF00444
7PAT	PF01196
7PAT	PF00467
7PAT	PF01632
7PAT	PF00573
7PAT	PF00831
7PAU	PF01197
7PAU	PF00238
7PAU	PF00573
7PAU	PF00829
7PAU	PF00572
7PAU	PF01245
7PAU	PF03947
7PAU	PF01016
7PAU	PF03946
7PAU	PF01783
7PAU	PF00828
7PAU	PF00281
7PAU	PF00237
7PAU	PF00831
7PAU	PF00453
7PAU	PF00673
7PAU	PF00297
7PAU	PF01196
7PAU	PF00471
7PAU	PF01281
7PAU	PF17136
7PAU	PF00468
7PAU	PF00444
7PAU	PF00252
7PAU	PF00276
7PAU	PF00347
7PAU	PF01632
7PAU	PF00181
7PAU	PF00298
7PAU	PF00830
7PAU	PF03948
7PAU	PF00467
7PAU	PF00466
7PAU	PF01765
7PAU	PF00861
7PB8	PF13096
7PB8	PF09496
7PB8	PF06729
7PB8	PF13097
7PBL	PF05491
7PBL	PF17864
7PBL	PF05496
7PBL	PF07499
7PBM	PF05496
7PBM	PF05491
7PBM	PF07499
7PBM	PF17864
7PBN	PF05496
7PBN	PF07499
7PBN	PF17864
7PBN	PF05491
7PBO	PF07499
7PBO	PF05496
7PBO	PF17864
7PBO	PF05491
7PBQ	PF05491
7PBQ	PF17864
7PBQ	PF05496
7PBQ	PF07499
7PBS	PF17864
7PBS	PF05491
7PBS	PF07499
7PBS	PF05496
7PBT	PF05496
7PBT	PF17864
7PBT	PF07499
7PBT	PF05491
7PC1	
7PD3	
7PDJ	PF01335
7PE7	
7PE8	PF00454
7PE8	PF14665
7PE8	PF02259
7PE8	PF16979
7PE8	PF14668
7PE8	PF02260
7PE8	PF14663
7PE8	PF08771
7PE8	PF14664
7PE8	PF05422
7PE8	PF00610
7PE8	PF16978
7PE8	PF11865
7PE8	PF00400
7PE8	PF14666
7PE9	PF14668
7PE9	PF02259
7PE9	PF05422
7PE9	PF14664
7PE9	PF08771
7PE9	PF14663
7PE9	PF00454
7PE9	PF16979
7PE9	PF16978
7PE9	PF11865
7PE9	PF14665
7PE9	PF02260
7PE9	PF14666
7PE9	PF00610
7PE9	PF00400
7PEA	PF00400
7PEA	PF11865
7PEA	PF02985
7PEA	PF00610
7PEA	PF00454
7PEA	PF08771
7PEA	PF14538
7PEA	PF02260
7PEA	PF02259
7PH9	PF00181
7PH9	PF00828
7PH9	PF01250
7PH9	PF01196
7PH9	PF00297
7PH9	PF07650
7PH9	PF00886
7PH9	PF00467
7PH9	PF00444
7PH9	PF00410
7PH9	PF00347
7PH9	PF00333
7PH9	PF00318
7PH9	PF00164
7PH9	PF00203
7PH9	PF00831
7PH9	PF00572
7PH9	PF01245
7PH9	PF00298
7PH9	PF01479
7PH9	PF00252
7PH9	PF03947
7PH9	PF00471
7PH9	PF00312
7PH9	PF00276
7PH9	PF03948
7PH9	PF00468
7PH9	PF01783
7PH9	PF00281
7PH9	PF00163
7PH9	PF01632
7PH9	PF01016
7PH9	PF03946
7PH9	PF00338
7PH9	PF01281
7PH9	PF00237
7PH9	PF00253
7PH9	PF00830
7PH9	PF17136
7PH9	PF00366
7PH9	PF00466
7PH9	PF00189
7PH9	PF00573
7PH9	PF00861
7PH9	PF00380
7PH9	PF03719
7PH9	PF00829
7PH9	PF00416
7PH9	PF01197
7PH9	PF01649
7PH9	PF00238
7PH9	PF00177
7PH9	PF00673
7PH9	PF00453
7PH9	PF00411
7PH9	PF01084
7PHA	PF00189
7PHA	PF00253
7PHA	PF00237
7PHA	PF00886
7PHA	PF03948
7PHA	PF01783
7PHA	PF00297
7PHA	PF01196
7PHA	PF00410
7PHA	PF07650
7PHA	PF03144
7PHA	PF00164
7PHA	PF01016
7PHA	PF00203
7PHA	PF00572
7PHA	PF03719
7PHA	PF00444
7PHA	PF00453
7PHA	PF00831
7PHA	PF00177
7PHA	PF00009
7PHA	PF00416
7PHA	PF00830
7PHA	PF01649
7PHA	PF00238
7PHA	PF01250
7PHA	PF00181
7PHA	PF01197
7PHA	PF00252
7PHA	PF00673
7PHA	PF00829
7PHA	PF00312
7PHA	PF01281
7PHA	PF00333
7PHA	PF01084
7PHA	PF00467
7PHA	PF00298
7PHA	PF00411
7PHA	PF03143
7PHA	PF03946
7PHA	PF03947
7PHA	PF00828
7PHA	PF01479
7PHA	PF01245
7PHA	PF00338
7PHA	PF00281
7PHA	PF00471
7PHA	PF00366
7PHA	PF17136
7PHA	PF00163
7PHA	PF00468
7PHA	PF00861
7PHA	PF00573
7PHA	PF00318
7PHA	PF01632
7PHA	PF00276
7PHA	PF00466
7PHA	PF00380
7PHA	PF00347
7PHB	PF00318
7PHB	PF00380
7PHB	PF00347
7PHB	PF00829
7PHB	PF00416
7PHB	PF01197
7PHB	PF01649
7PHB	PF00238
7PHB	PF03719
7PHB	PF00281
7PHB	PF00312
7PHB	PF00411
7PHB	PF00830
7PHB	PF01084
7PHB	PF03946
7PHB	PF01479
7PHB	PF00252
7PHB	PF00468
7PHB	PF00181
7PHB	PF00189
7PHB	PF00410
7PHB	PF03948
7PHB	PF17136
7PHB	PF00886
7PHB	PF07650
7PHB	PF00297
7PHB	PF01196
7PHB	PF00333
7PHB	PF00572
7PHB	PF00203
7PHB	PF00831
7PHB	PF00164
7PHB	PF00453
7PHB	PF01245
7PHB	PF01281
7PHB	PF00276
7PHB	PF00253
7PHB	PF00673
7PHB	PF00163
7PHB	PF01632
7PHB	PF01016
7PHB	PF00298
7PHB	PF00338
7PHB	PF00444
7PHB	PF01250
7PHB	PF00237
7PHB	PF00466
7PHB	PF01783
7PHB	PF03947
7PHB	PF00828
7PHB	PF00177
7PHB	PF00861
7PHB	PF00573
7PHB	PF00471
7PHB	PF00366
7PHB	PF00467
7PHC	PF00831
7PHC	PF00203
7PHC	PF00572
7PHC	PF03719
7PHC	PF00347
7PHC	PF00164
7PHC	PF00276
7PHC	PF03948
7PHC	PF00411
7PHC	PF00453
7PHC	PF00673
7PHC	PF00163
7PHC	PF03946
7PHC	PF01084
7PHC	PF00830
7PHC	PF00312
7PHC	PF03947
7PHC	PF01479
7PHC	PF01632
7PHC	PF01016
7PHC	PF00298
7PHC	PF00338
7PHC	PF01281
7PHC	PF00237
7PHC	PF00253
7PHC	PF01783
7PHC	PF00318
7PHC	PF00828
7PHC	PF01250
7PHC	PF01196
7PHC	PF00297
7PHC	PF07650
7PHC	PF00886
7PHC	PF00467
7PHC	PF00444
7PHC	PF00410
7PHC	PF00333
7PHC	PF00471
7PHC	PF00181
7PHC	PF00252
7PHC	PF00177
7PHC	PF00829
7PHC	PF00416
7PHC	PF01197
7PHC	PF01649
7PHC	PF00238
7PHC	PF00281
7PHC	PF00861
7PHC	PF00380
7PHC	PF00573
7PHC	PF00189
7PHC	PF00366
7PHC	PF17136
7PHC	PF00466
7PHC	PF00468
7PHC	PF01245
7PHX	PF00089
7PI8	PF00444
7PI8	PF00467
7PI8	PF00886
7PI8	PF00189
7PI8	PF00297
7PI8	PF00410
7PI8	PF01196
7PI8	PF03719
7PI8	PF00572
7PI8	PF01197
7PI8	PF01281
7PI8	PF00276
7PI8	PF00312
7PI8	PF00471
7PI8	PF03947
7PI8	PF00252
7PI8	PF00177
7PI8	PF00829
7PI8	PF00416
7PI8	PF00466
7PI8	PF01649
7PI8	PF00238
7PI8	PF00333
7PI8	PF00861
7PI8	PF00380
7PI8	PF00573
7PI8	PF07650
7PI8	PF00366
7PI8	PF17136
7PI8	PF00237
7PI8	PF00468
7PI8	PF01245
7PI8	PF00281
7PI8	PF00163
7PI8	PF01632
7PI8	PF01016
7PI8	PF00298
7PI8	PF00338
7PI8	PF03948
7PI8	PF00203
7PI8	PF00253
7PI8	PF01783
7PI8	PF00181
7PI8	PF00828
7PI8	PF01250
7PI8	PF00347
7PI8	PF00318
7PI8	PF00164
7PI8	PF00831
7PI8	PF03946
7PI8	PF00830
7PI8	PF01084
7PI8	PF01479
7PI8	PF00673
7PI8	PF00453
7PI8	PF00411
7PI9	PF01281
7PI9	PF00333
7PI9	PF00181
7PI9	PF01197
7PI9	PF00252
7PI9	PF00177
7PI9	PF00009
7PI9	PF00411
7PI9	PF00673
7PI9	PF07650
7PI9	PF03946
7PI9	PF01084
7PI9	PF17136
7PI9	PF00380
7PI9	PF00467
7PI9	PF00298
7PI9	PF00468
7PI9	PF00861
7PI9	PF00573
7PI9	PF00318
7PI9	PF01632
7PI9	PF00276
7PI9	PF00466
7PI9	PF00312
7PI9	PF00347
7PI9	PF01479
7PI9	PF03144
7PI9	PF00416
7PI9	PF00830
7PI9	PF01649
7PI9	PF00238
7PI9	PF01250
7PI9	PF00829
7PI9	PF00237
7PI9	PF00886
7PI9	PF01783
7PI9	PF01196
7PI9	PF00297
7PI9	PF03948
7PI9	PF00453
7PI9	PF00410
7PI9	PF00189
7PI9	PF03143
7PI9	PF00164
7PI9	PF01016
7PI9	PF00203
7PI9	PF00572
7PI9	PF03719
7PI9	PF00444
7PI9	PF00366
7PI9	PF00253
7PI9	PF00831
7PI9	PF03947
7PI9	PF00828
7PI9	PF00163
7PI9	PF01245
7PI9	PF00338
7PI9	PF00281
7PI9	PF00471
7PIA	PF00347
7PIA	PF00829
7PIA	PF00416
7PIA	PF01197
7PIA	PF01649
7PIA	PF00238
7PIA	PF03719
7PIA	PF00861
7PIA	PF00380
7PIA	PF00573
7PIA	PF00189
7PIA	PF00466
7PIA	PF00366
7PIA	PF00467
7PIA	PF00203
7PIA	PF00444
7PIA	PF07650
7PIA	PF00297
7PIA	PF01196
7PIA	PF00410
7PIA	PF00333
7PIA	PF00318
7PIA	PF00164
7PIA	PF00831
7PIA	PF00828
7PIA	PF00572
7PIA	PF01250
7PIA	PF00673
7PIA	PF01245
7PIA	PF00338
7PIA	PF01016
7PIA	PF01632
7PIA	PF03946
7PIA	PF00163
7PIA	PF17136
7PIA	PF00886
7PIA	PF01084
7PIA	PF03947
7PIA	PF01783
7PIA	PF00253
7PIA	PF00237
7PIA	PF01281
7PIA	PF00468
7PIA	PF00453
7PIA	PF00281
7PIA	PF01479
7PIA	PF00177
7PIA	PF00830
7PIA	PF00298
7PIA	PF00411
7PIA	PF03948
7PIA	PF00276
7PIA	PF00312
7PIA	PF00471
7PIA	PF00181
7PIA	PF00252
7PIB	PF00572
7PIB	PF00831
7PIB	PF01196
7PIB	PF00338
7PIB	PF00444
7PIB	PF00471
7PIB	PF03144
7PIB	PF00253
7PIB	PF00467
7PIB	PF00542
7PIB	PF00164
7PIB	PF03719
7PIB	PF00181
7PIB	PF01016
7PIB	PF00828
7PIB	PF00410
7PIB	PF00009
7PIB	PF00886
7PIB	PF00189
7PIB	PF03764
7PIB	PF00238
7PIB	PF00177
7PIB	PF00673
7PIB	PF01783
7PIB	PF14492
7PIB	PF00416
7PIB	PF00276
7PIB	PF01649
7PIB	PF00298
7PIB	PF01250
7PIB	PF01281
7PIB	PF01479
7PIB	PF01632
7PIB	PF01245
7PIB	PF00380
7PIB	PF00252
7PIB	PF03947
7PIB	PF00830
7PIB	PF00411
7PIB	PF00281
7PIB	PF00318
7PIB	PF00203
7PIB	PF00237
7PIB	PF03946
7PIB	PF00468
7PIB	PF00573
7PIB	PF01197
7PIB	PF00861
7PIB	PF17136
7PIB	PF00829
7PIB	PF01084
7PIB	PF00466
7PIB	PF00333
7PIB	PF00679
7PIB	PF00312
7PIB	PF00347
7PIB	PF07650
7PIB	PF16320
7PIB	PF00163
7PIB	PF03948
7PIB	PF00366
7PIB	PF00453
7PIB	PF00297
7PIC	PF01250
7PIC	PF00318
7PIC	PF00164
7PIC	PF00347
7PIC	PF00333
7PIC	PF00203
7PIC	PF00831
7PIC	PF00572
7PIC	PF00410
7PIC	PF00444
7PIC	PF17136
7PIC	PF00886
7PIC	PF00189
7PIC	PF00297
7PIC	PF01196
7PIC	PF00453
7PIC	PF00163
7PIC	PF03719
7PIC	PF00829
7PIC	PF00416
7PIC	PF01197
7PIC	PF01649
7PIC	PF00238
7PIC	PF00177
7PIC	PF01245
7PIC	PF00281
7PIC	PF00828
7PIC	PF01632
7PIC	PF01016
7PIC	PF03946
7PIC	PF00338
7PIC	PF01281
7PIC	PF00237
7PIC	PF00253
7PIC	PF01783
7PIC	PF00181
7PIC	PF00312
7PIC	PF00673
7PIC	PF00411
7PIC	PF00830
7PIC	PF01084
7PIC	PF00298
7PIC	PF01479
7PIC	PF00252
7PIC	PF03947
7PIC	PF00471
7PIC	PF00380
7PIC	PF00276
7PIC	PF03948
7PIC	PF00468
7PIC	PF00861
7PIC	PF00573
7PIC	PF07650
7PIC	PF00366
7PIC	PF00467
7PIC	PF00466
7PIO	
7PIP	
7PIQ	PF00466
7PIQ	PF01649
7PIQ	PF00238
7PIQ	PF00333
7PIQ	PF00861
7PIQ	PF00380
7PIQ	PF00573
7PIQ	PF07650
7PIQ	PF00366
7PIQ	PF00467
7PIQ	PF00297
7PIQ	PF00468
7PIQ	PF00347
7PIQ	PF00318
7PIQ	PF00164
7PIQ	PF00831
7PIQ	PF00203
7PIQ	PF00572
7PIQ	PF03719
7PIQ	PF01196
7PIQ	PF01016
7PIQ	PF00189
7PIQ	PF00886
7PIQ	PF17136
7PIQ	PF00444
7PIQ	PF00410
7PIQ	PF01245
7PIQ	PF00281
7PIQ	PF00163
7PIQ	PF01632
7PIQ	PF00298
7PIQ	PF00338
7PIQ	PF00237
7PIQ	PF00253
7PIQ	PF03948
7PIQ	PF01250
7PIQ	PF00828
7PIQ	PF03947
7PIQ	PF01783
7PIQ	PF00416
7PIQ	PF00673
7PIQ	PF00453
7PIQ	PF01479
7PIQ	PF01084
7PIQ	PF00830
7PIQ	PF03946
7PIQ	PF00411
7PIQ	PF01281
7PIQ	PF00276
7PIQ	PF00312
7PIQ	PF00471
7PIQ	PF00181
7PIQ	PF00252
7PIQ	PF00177
7PIQ	PF00829
7PIQ	PF01197
7PIR	
7PIS	
7PIT	PF01196
7PIT	PF00297
7PIT	PF00831
7PIT	PF00253
7PIT	PF00886
7PIT	PF00347
7PIT	PF00189
7PIT	PF00181
7PIT	PF01016
7PIT	PF00410
7PIT	PF00828
7PIT	PF00468
7PIT	PF00009
7PIT	PF00163
7PIT	PF00444
7PIT	PF00471
7PIT	PF16320
7PIT	PF00467
7PIT	PF00572
7PIT	PF00338
7PIT	PF00453
7PIT	PF00366
7PIT	PF01281
7PIT	PF00312
7PIT	PF00573
7PIT	PF01197
7PIT	PF00861
7PIT	PF00411
7PIT	PF00829
7PIT	PF01084
7PIT	PF00466
7PIT	PF00333
7PIT	PF03144
7PIT	PF03947
7PIT	PF07650
7PIT	PF00542
7PIT	PF17136
7PIT	PF00238
7PIT	PF00177
7PIT	PF01245
7PIT	PF01632
7PIT	PF03948
7PIT	PF01479
7PIT	PF00298
7PIT	PF00830
7PIT	PF00252
7PIT	PF00380
7PIT	PF00673
7PIT	PF01783
7PIT	PF14492
7PIT	PF00416
7PIT	PF00276
7PIT	PF01649
7PIT	PF00679
7PIT	PF01250
7PIT	PF00281
7PIT	PF00318
7PIT	PF03764
7PIT	PF00164
7PIT	PF00237
7PIT	PF00203
7PIT	PF03946
7PIT	PF03719
7PKN	PF07778
7PKN	PF11802
7PKN	PF09496
7PKN	PF05837
7PKN	PF11111
7PKN	PF06729
7PKN	PF13094
7PKN	PF13092
7PKN	PF13097
7PKN	PF13096
7PKN	PF05238
7PKS	PF05001
7PKS	PF13519
7PKS	PF03876
7PKS	PF04567
7PKS	PF11942
7PKS	PF02985
7PKS	PF01096
7PKS	PF01193
7PKS	PF04565
7PKS	PF00562
7PKS	PF01194
7PKS	PF04983
7PKS	PF14750
7PKS	PF00149
7PKS	PF01000
7PKS	PF04561
7PKS	PF04992
7PKS	PF07521
7PKS	PF04998
7PKS	PF03439
7PKS	PF04858
7PKS	PF01192
7PKS	PF14837
7PKS	PF04990
7PKS	PF02150
7PKS	PF00467
7PKS	PF15300
7PKS	PF04997
7PKS	PF00575
7PKS	PF03604
7PKS	PF13646
7PKS	PF01191
7PKS	PF00623
7PKS	PF04566
7PKS	PF12432
7PKS	PF04560
7PKS	PF16661
7PKS	PF20168
7PKS	PF03870
7PKS	PF06209
7PKS	PF05000
7PKS	PF14838
7PKS	PF03871
7PKS	PF10996
7PKS	PF04563
7PKS	PF13656
7PKS	PF03874
7PL7	
7PLT	PF00063
7PLT	PF00612
7PLT	PF00022
7PLU	PF00022
7PLU	PF00063
7PLU	PF00612
7PLV	PF00063
7PLV	PF00612
7PLV	PF00022
7PLW	PF00063
7PLW	PF00612
7PLW	PF00022
7PLX	PF00063
7PLX	PF00022
7PLX	PF00612
7PLY	PF00063
7PLY	PF00022
7PLY	PF00612
7PLZ	PF00063
7PLZ	PF00022
7PLZ	PF00612
7PM0	PF00612
7PM0	PF00022
7PM0	PF00063
7PM1	PF00022
7PM1	PF00063
7PM1	PF00612
7PM2	PF00063
7PM2	PF00022
7PM2	PF00612
7PM5	PF00022
7PM5	PF00063
7PM5	PF00612
7PM6	PF00022
7PM6	PF00612
7PM6	PF00063
7PM7	PF00063
7PM7	PF00022
7PM7	PF00612
7PM8	PF00022
7PM8	PF00612
7PM8	PF00063
7PM9	PF00022
7PM9	PF00612
7PM9	PF00063
7PMA	PF00022
7PMA	PF00063
7PMA	PF00612
7PMB	PF00063
7PMB	PF00022
7PMB	PF00612
7PMC	PF00063
7PMC	PF00612
7PMC	PF00022
7PMD	PF00022
7PMD	PF00063
7PMD	PF00612
7PME	PF00612
7PME	PF00022
7PME	PF00063
7PMF	PF00063
7PMF	PF00022
7PMF	PF00612
7PMG	PF00022
7PMG	PF00612
7PMG	PF00063
7PMH	PF00063
7PMH	PF00022
7PMH	PF00612
7PMI	PF00063
7PMI	PF00612
7PMI	PF00022
7PMJ	PF00022
7PMJ	PF00063
7PMJ	PF00612
7PML	PF00022
7PML	PF00612
7PML	PF00063
7PO4	PF10501
7PO4	PF00542
7PO4	PF00468
7PO4	PF00467
7PO4	PF00472
7PO4	PF00327
7PO4	PF03946
7PO4	PF00572
7PO4	PF03947
7PO4	PF10780
7PO4	PF01245
7PO4	PF00830
7PO4	PF11788
7PO4	PF01281
7PO4	PF01783
7PO4	PF00276
7PO4	PF09809
7PO4	PF00471
7PO4	PF00828
7PO4	PF05046
7PO4	PF00238
7PO4	PF09812
7PO4	PF14978
7PO4	PF00237
7PO4	PF09776
7PO4	PF01161
7PO4	PF01196
7PO4	PF05047
7PO4	PF00573
7PO4	PF17136
7PO4	PF05347
7PO4	PF10244
7PO4	PF01632
7PO4	PF00829
7PO4	PF00252
7PO4	PF00297
7PO4	PF00298
7PO4	PF01084
7PO4	PF01016
7PO4	PF04280
7PO4	PF00550
7PO4	PF07147
7PO4	PF00861
7PO4	PF18699
7PO4	PF10147
7PO4	PF00181
7PO4	PF16320
7PO4	PF08561
7PO4	PF00453
7PO4	PF06984
7PO4	PF00338
7PO4	PF00466
7PO4	PF10210
7PO4	PF02410
7PPT	PF02915
7PPU	PF02915
7PQH	
7PSG	PF02743
7PUA	
7PUB	PF00380
7PUB	PF00009
7PUB	PF14311
7PUB	PF02777
7PUB	PF00410
7PUB	PF00875
7PUB	PF03719
7PUB	PF03441
7PUB	PF16113
7PUB	PF01476
7PUB	PF10469
7PUB	PF00698
7PUB	PF00240
7PUB	PF00366
7PUD	
7PWG	PF00832
7PWG	PF00252
7PWG	PF01779
7PWG	PF01780
7PWG	PF01929
7PWG	PF01907
7PWG	PF01776
7PWG	PF01248
7PWG	PF01247
7PWG	PF00573
7PWG	PF17135
7PWG	PF16906
7PWG	PF00240
7PWG	PF00347
7PWG	PF03947
7PWG	PF00281
7PWG	PF01199
7PWG	PF01280
7PWG	PF14204
7PWG	PF00827
7PWG	PF01246
7PWG	PF00238
7PWG	PF01781
7PWG	PF00276
7PWG	PF00467
7PWG	PF00181
7PWG	PF00673
7PWG	PF00831
7PWG	PF01775
7PWG	PF17144
7PWG	PF01198
7PWG	PF00572
7PWG	PF00297
7PWG	PF00327
7PWG	PF00828
7PWG	PF00935
7PWG	PF01157
7PWG	PF01158
7PWG	PF01294
7PWG	PF01655
7PWG	PF14374
7PWG	PF00237
7PWG	PF01020
7PWG	PF03939
7PWG	PF01777
7PWO	PF00831
7PWO	PF14204
7PWO	PF00411
7PWO	PF00318
7PWO	PF01157
7PWO	PF03501
7PWO	PF01777
7PWO	PF03947
7PWO	PF08069
7PWO	PF00572
7PWO	PF00253
7PWO	PF01479
7PWO	PF01251
7PWO	PF03939
7PWO	PF08071
7PWO	PF01907
7PWO	PF00347
7PWO	PF03719
7PWO	PF01775
7PWO	PF01199
7PWO	PF05162
7PWO	PF00297
7PWO	PF01779
7PWO	PF04758
7PWO	PF00238
7PWO	PF16121
7PWO	PF00416
7PWO	PF01248
7PWO	PF00333
7PWO	PF00237
7PWO	PF00935
7PWO	PF01198
7PWO	PF00163
7PWO	PF00380
7PWO	PF00252
7PWO	PF01781
7PWO	PF00900
7PWO	PF00276
7PWO	PF01667
7PWO	PF01929
7PWO	PF01200
7PWO	PF17144
7PWO	PF01092
7PWO	PF01294
7PWO	PF00833
7PWO	PF01020
7PWO	PF00338
7PWO	PF00467
7PWO	PF01090
7PWO	PF17135
7PWO	PF01780
7PWO	PF01655
7PWO	PF14374
7PWO	PF00177
7PWO	PF00281
7PWO	PF00832
7PWO	PF16205
7PWO	PF16906
7PWO	PF01283
7PWO	PF00827
7PWO	PF00312
7PWO	PF00181
7PWO	PF00828
